Year,Deaths,Cases,Summary Interval,N,Median Obs,Median Rel,Observed,Expected,Relative,SE Obs,SE Rel,Obs Cum CIs Lower,Obs Cum CIs Upper,Rel Cum CIs Lower,Rel Cum CIs Upper,Specified COD,Other CODs,SE Specified COD,SE Other CODs,Specified COD Cum CI Lower,Specified COD Cum CI Upper,Other CODs Cum CI Lower,Other CODs Cum CI Upper,interval,b,a
2002,135,2516,8,2478,.,.,86.967,91.924,94.608,0.680,0.739,85.571,88.238,92.953,95.882,5.275,7.757,0.714,0.039,3.996,6.799,7.680,7.835,9,0.0807599999999999,0.0495700000000001
2002,135,2516,9,2478,.,.,85.969,90.952,94.521,0.702,0.772,84.531,87.284,92.788,95.847,5.355,8.676,0.742,0.046,4.028,6.941,8.587,8.767,10,0.09048,0.04983
2002,135,2516,10,2478,.,.,84.838,89.927,94.341,0.725,0.807,83.355,86.201,92.527,95.725,5.517,9.645,0.772,0.053,4.138,7.168,9.541,9.749,11,0.10073,0.0508900000000001
2002,135,2516,11,2478,.,.,83.909,88.847,94.341,0.744,0.807,82.390,85.309,92.527,95.725,5.517,10.574,0.798,0.061,4.096,7.227,10.455,10.693,12,0.11153,0.0493799999999999
2002,135,2516,12,2478,.,.,82.796,87.725,94.341,0.766,0.807,81.236,84.239,92.527,95.725,5.517,11.687,0.827,0.069,4.050,7.295,11.552,11.823,13,0.12275,0.0492899999999999
2002,135,2516,13,2478,.,.,81.266,86.565,93.879,0.794,0.917,79.652,82.766,91.803,95.443,5.918,12.816,0.862,0.078,4.382,7.765,12.663,12.969,14,0.13435,0.0529899999999999
2002,135,2516,14,2478,.,.,.,85.382,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,0.14618,
2002,135,2516,15,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,,
2002,135,2516,16,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,,
2002,135,2516,17,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,,
2002,135,2516,18,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,,
2002,135,2516,19,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,,
2002,135,2516,20,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,,
2002,135,2516,21,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,,
2002,135,2516,22,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,,
2002,135,2516,23,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,,
2002,135,2516,24,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,,
2002,135,2516,25,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,,
2002,135,2516,26,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,,
2002,135,2516,27,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,,
2002,135,2516,28,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,,
2002,135,2516,29,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,,
2002,135,2516,30,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,,
2002,135,2516,31,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,,
2002,135,2516,32,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,,
2002,135,2516,33,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,,
2002,135,2516,34,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,,
2002,135,2516,35,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,,
2002,135,2516,36,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,,
2002,135,2516,37,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,,
2002,135,2516,38,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,,
2002,135,2516,39,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,,
2002,135,2516,40,2478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,,
2003,120,2650,0,2612,.,.,96.662,99.067,97.572,0.352,0.355,95.897,97.286,96.767,98.178,2.417,0.922,0.354,0.002,1.794,3.185,0.918,0.925,1,0.00933000000000007,0.0240499999999999
2003,120,2650,1,2612,.,.,95.623,98.223,97.353,0.401,0.408,94.764,96.343,96.422,98.045,2.632,1.745,0.405,0.005,1.922,3.517,1.735,1.754,2,0.01777,0.0259999999999999
2003,120,2650,2,2612,.,.,94.544,97.321,97.147,0.445,0.457,93.600,95.352,96.097,97.918,2.834,2.622,0.453,0.008,2.043,3.825,2.605,2.638,3,0.02679,0.02777
2003,120,2650,3,2612,.,.,93.269,96.405,96.747,0.491,0.510,92.236,94.168,95.581,97.609,3.221,3.510,0.503,0.012,2.340,4.316,3.486,3.534,4,0.03595,0.03136
2003,120,2650,4,2612,.,.,92.067,95.473,96.433,0.530,0.556,90.960,93.044,95.164,97.373,3.523,4.410,0.545,0.017,2.565,4.709,4.377,4.443,5,0.04527,0.0340600000000001
2003,120,2650,5,2612,.,.,90.785,94.496,96.073,0.568,0.601,89.605,91.836,94.704,97.093,3.865,5.350,0.587,0.022,2.830,5.138,5.308,5.393,6,0.0550400000000001,0.03711
2003,120,2650,6,2612,.,.,89.772,93.497,96.016,0.595,0.637,88.540,90.878,94.556,97.090,3.918,6.310,0.620,0.027,2.831,5.266,6.257,6.363,7,0.06503,0.0372499999999999
2003,120,2650,7,2612,.,.,88.716,92.496,95.914,0.622,0.673,87.434,89.876,94.365,97.044,4.013,7.270,0.651,0.033,2.873,5.433,7.206,7.335,8,0.0750400000000001,0.0378
2003,120,2650,8,2612,.,.,87.893,91.460,95.914,0.642,0.673,86.573,89.092,94.365,97.044,4.013,8.094,0.677,0.039,2.833,5.495,8.017,8.171,9,0.0854000000000001,0.0356699999999999
2003,120,2650,9,2612,.,.,86.712,90.389,95.914,0.668,0.673,85.341,87.964,94.365,97.044,4.013,9.274,0.709,0.046,2.784,5.574,9.184,9.365,10,0.09611,0.0367699999999999
2003,120,2650,10,2612,.,.,85.881,89.269,95.914,0.686,0.673,84.476,87.169,94.365,97.044,4.013,10.106,0.734,0.054,2.747,5.634,10.001,10.211,11,0.10731,0.0338800000000001
2003,120,2650,11,2612,.,.,84.884,88.114,95.914,0.707,0.673,83.441,86.213,94.365,97.044,4.013,11.102,0.762,0.062,2.706,5.702,10.982,11.223,12,0.11886,0.0323
2003,120,2650,12,2612,.,.,83.667,86.913,95.914,0.730,0.673,82.178,85.044,94.365,97.044,4.013,12.319,0.793,0.070,2.660,5.780,12.182,12.457,13,0.13087,0.03246
2003,120,2650,13,2612,.,.,.,85.674,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,0.14326,
2003,120,2650,14,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,,
2003,120,2650,15,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,,
2003,120,2650,16,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,,
2003,120,2650,17,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,,
2003,120,2650,18,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,,
2003,120,2650,19,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,,
2003,120,2650,20,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,,
2003,120,2650,21,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,,
2003,120,2650,22,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,,
2003,120,2650,23,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,,
2003,120,2650,24,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,,
2003,120,2650,25,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,,
2003,120,2650,26,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,,
2003,120,2650,27,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,,
2003,120,2650,28,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,,
2003,120,2650,29,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,,
2003,120,2650,30,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,,
2003,120,2650,31,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,,
2003,120,2650,32,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,,
2003,120,2650,33,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,,
2003,120,2650,34,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,,
2003,120,2650,35,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,,
2003,120,2650,36,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,,
2003,120,2650,37,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,,
2003,120,2650,38,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,,
2003,120,2650,39,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,,
2003,120,2650,40,2612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,,
2004,125,2809,0,2744,.,.,97.114,99.133,97.963,0.320,0.323,96.414,97.678,97.223,98.508,2.028,0.858,0.321,0.001,1.468,2.734,0.856,0.861,1,0.00867000000000004,0.0201899999999999
2004,125,2809,1,2744,.,.,95.647,98.308,97.293,0.390,0.397,94.812,96.349,96.394,97.970,2.690,1.664,0.394,0.004,1.995,3.545,1.655,1.672,2,0.0169199999999999,0.02661
2004,125,2809,2,2744,.,.,94.874,97.493,97.293,0.422,0.397,93.979,95.640,96.394,97.970,2.690,2.436,0.429,0.007,1.941,3.628,2.422,2.450,3,0.0250700000000001,0.02619
2004,125,2809,3,2744,.,.,93.694,96.655,96.936,0.465,0.482,92.715,94.545,95.834,97.750,3.036,3.270,0.475,0.011,2.203,4.072,3.249,3.291,4,0.03345,0.02961
2004,125,2809,4,2744,.,.,92.324,95.775,96.396,0.510,0.533,91.259,93.264,95.189,97.305,3.555,4.121,0.523,0.015,2.630,4.687,4.092,4.150,5,0.0422499999999999,0.0345100000000001
2004,125,2809,5,2744,.,.,91.468,94.868,96.396,0.536,0.533,90.354,92.459,95.189,97.305,3.555,4.977,0.553,0.019,2.584,4.757,4.939,5.014,6,0.0513200000000001,0.0339999999999999
2004,125,2809,6,2744,.,.,90.010,93.909,95.847,0.576,0.613,88.819,91.080,94.459,96.894,4.073,5.917,0.597,0.024,3.016,5.361,5.870,5.965,7,0.0609099999999999,0.03899
2004,125,2809,7,2744,.,.,88.844,92.924,95.609,0.605,0.651,87.597,89.973,94.134,96.720,4.296,6.860,0.631,0.030,3.177,5.657,6.802,6.918,8,0.0707599999999999,0.0408000000000001
2004,125,2809,8,2744,.,.,88.164,91.900,95.609,0.622,0.651,86.886,89.326,94.134,96.720,4.296,7.540,0.653,0.036,3.142,5.709,7.470,7.610,9,0.0809999999999999,0.03736
2004,125,2809,9,2744,.,.,86.912,90.818,95.609,0.650,0.651,85.580,88.130,94.134,96.720,4.296,8.792,0.687,0.042,3.089,5.790,8.710,8.875,10,0.09182,0.0390599999999999
2004,125,2809,10,2744,.,.,85.569,89.700,95.395,0.678,0.756,84.183,86.844,93.656,96.666,4.484,9.946,0.722,0.049,3.218,6.053,9.849,10.043,11,0.103,0.04131
2004,125,2809,11,2744,.,.,84.473,88.542,95.395,0.700,0.756,83.044,85.792,93.656,96.666,4.484,11.043,0.751,0.057,3.172,6.123,10.931,11.155,12,0.11458,0.04069
2004,125,2809,12,2744,.,.,.,87.323,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,0.12677,
2004,125,2809,13,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,,
2004,125,2809,14,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,,
2004,125,2809,15,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,,
2004,125,2809,16,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,,
2004,125,2809,17,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,,
2004,125,2809,18,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,,
2004,125,2809,19,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,,
2004,125,2809,20,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,,
2004,125,2809,21,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,,
2004,125,2809,22,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,,
2004,125,2809,23,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,,
2004,125,2809,24,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,,
2004,125,2809,25,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,,
2004,125,2809,26,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,,
2004,125,2809,27,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,,
2004,125,2809,28,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,,
2004,125,2809,29,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,,
2004,125,2809,30,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,,
2004,125,2809,31,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,,
2004,125,2809,32,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,,
2004,125,2809,33,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,,
2004,125,2809,34,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,,
2004,125,2809,35,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,,
2004,125,2809,36,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,,
2004,125,2809,37,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,,
2004,125,2809,38,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,,
2004,125,2809,39,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,,
2004,125,2809,40,2744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,,
2005,136,3077,0,3025,.,.,96.620,99.063,97.534,0.329,0.332,95.911,97.208,96.790,98.106,2.455,0.925,0.331,0.002,1.867,3.167,0.922,0.928,1,0.00936999999999998,0.02443
2005,136,3077,1,3025,.,.,95.189,98.206,96.928,0.390,0.397,94.363,95.897,96.045,97.616,3.052,1.759,0.394,0.004,2.348,3.896,1.750,1.768,2,0.01794,0.0301700000000001
2005,136,3077,2,3025,.,.,94.086,97.347,96.650,0.430,0.442,93.182,94.873,95.665,97.415,3.324,2.591,0.437,0.008,2.543,4.260,2.575,2.606,3,0.0265300000000001,0.03261
2005,136,3077,3,3025,.,.,93.313,96.446,96.650,0.456,0.442,92.360,94.151,95.665,97.415,3.324,3.363,0.466,0.012,2.496,4.329,3.341,3.386,4,0.03554,0.03133
2005,136,3077,4,3025,.,.,92.402,95.517,96.650,0.484,0.442,91.395,93.295,95.665,97.415,3.324,4.274,0.498,0.016,2.445,4.404,4.244,4.305,5,0.04483,0.03115
2005,136,3077,5,3025,.,.,91.419,94.532,96.650,0.512,0.442,90.358,92.369,95.665,97.415,3.324,5.257,0.530,0.020,2.395,4.481,5.217,5.297,6,0.05468,0.03113
2005,136,3077,6,3025,.,.,90.022,93.487,96.294,0.549,0.587,88.891,91.045,94.951,97.285,3.656,6.321,0.571,0.026,2.652,4.898,6.271,6.372,7,0.0651300000000001,0.0346499999999999
2005,136,3077,7,3025,.,.,88.923,92.414,96.222,0.575,0.622,87.741,89.999,94.788,97.268,3.723,7.354,0.603,0.031,2.668,5.039,7.292,7.415,8,0.07586,0.03491
2005,136,3077,8,3025,.,.,87.607,91.296,95.959,0.605,0.663,86.367,88.741,94.434,97.073,3.965,8.429,0.638,0.038,2.846,5.355,8.355,8.503,9,0.0870399999999999,0.0368900000000001
2005,136,3077,9,3025,.,.,86.165,90.151,95.578,0.636,0.705,84.866,87.360,93.964,96.768,4.310,9.525,0.674,0.044,3.123,5.773,9.438,9.613,10,0.09849,0.0398599999999999
2005,136,3077,10,3025,.,.,84.873,88.988,95.375,0.662,0.743,83.524,86.120,93.671,96.629,4.492,10.635,0.707,0.052,3.248,6.024,10.534,10.737,11,0.11012,0.04115
2005,136,3077,11,3025,.,.,.,87.758,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,0.12242,
2005,136,3077,12,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,,
2005,136,3077,13,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,,
2005,136,3077,14,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,,
2005,136,3077,15,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,,
2005,136,3077,16,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,,
2005,136,3077,17,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,,
2005,136,3077,18,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,,
2005,136,3077,19,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,,
2005,136,3077,20,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,,
2005,136,3077,21,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,,
2005,136,3077,22,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,,
2005,136,3077,23,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,,
2005,136,3077,24,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,,
2005,136,3077,25,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,,
2005,136,3077,26,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,,
2005,136,3077,27,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,,
2005,136,3077,28,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,,
2005,136,3077,29,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,,
2005,136,3077,30,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,,
2005,136,3077,31,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,,
2005,136,3077,32,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,,
2005,136,3077,33,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,,
2005,136,3077,34,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,,
2005,136,3077,35,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,,
2005,136,3077,36,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,,
2005,136,3077,37,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,,
2005,136,3077,38,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,,
2005,136,3077,39,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,,
2005,136,3077,40,3025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,,
2006,136,3237,0,3192,.,.,97.518,99.104,98.400,0.276,0.278,96.916,98.005,97.751,98.862,1.593,0.888,0.277,0.001,1.117,2.210,0.886,0.891,1,0.00896000000000001,0.01586
2006,136,3237,1,3192,.,.,96.131,98.241,97.852,0.342,0.348,95.400,96.747,97.050,98.437,2.134,1.735,0.346,0.004,1.533,2.894,1.728,1.743,2,0.01759,0.0211
2006,136,3237,2,3192,.,.,95.278,97.347,97.852,0.376,0.348,94.481,95.962,97.050,98.437,2.134,2.589,0.383,0.007,1.477,2.985,2.575,2.602,3,0.0265300000000001,0.0206899999999999
2006,136,3237,3,3192,.,.,94.010,96.413,97.507,0.421,0.437,93.126,94.783,96.488,98.233,2.468,3.523,0.431,0.010,1.725,3.421,3.503,3.543,4,0.03587,0.0240299999999999
2006,136,3237,4,3192,.,.,93.053,95.436,97.503,0.452,0.473,92.111,93.886,96.382,98.279,2.472,4.475,0.465,0.014,1.678,3.510,4.447,4.503,5,0.0456399999999999,0.0238300000000001
2006,136,3237,5,3192,.,.,92.089,94.410,97.503,0.480,0.473,91.092,92.978,96.382,98.279,2.472,5.440,0.497,0.019,1.631,3.592,5.403,5.476,6,0.0559,0.02321
2006,136,3237,6,3192,.,.,90.859,93.350,97.331,0.514,0.550,89.798,91.814,96.007,98.220,2.633,6.509,0.535,0.024,1.729,3.838,6.462,6.555,7,0.0665000000000001,0.02491
2006,136,3237,7,3192,.,.,89.520,92.249,97.042,0.547,0.593,88.395,90.542,95.624,98.005,2.901,7.579,0.572,0.029,1.928,4.185,7.522,7.636,8,0.0775100000000001,0.02729
2006,136,3237,8,3192,.,.,88.397,91.110,97.022,0.573,0.629,87.222,89.470,95.502,98.034,2.919,8.684,0.604,0.035,1.900,4.282,8.615,8.753,9,0.0889,0.0271299999999999
2006,136,3237,9,3192,.,.,87.217,89.920,96.993,0.599,0.666,85.991,88.342,95.366,98.055,2.945,9.838,0.636,0.042,1.879,4.388,9.756,9.921,10,0.1008,0.02703
2006,136,3237,10,3192,.,.,.,88.669,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,0.11331,
2006,136,3237,11,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,,
2006,136,3237,12,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,,
2006,136,3237,13,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,,
2006,136,3237,14,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,,
2006,136,3237,15,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,,
2006,136,3237,16,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,,
2006,136,3237,17,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,,
2006,136,3237,18,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,,
2006,136,3237,19,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,,
2006,136,3237,20,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,,
2006,136,3237,21,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,,
2006,136,3237,22,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,,
2006,136,3237,23,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,,
2006,136,3237,24,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,,
2006,136,3237,25,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,,
2006,136,3237,26,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,,
2006,136,3237,27,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,,
2006,136,3237,28,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,,
2006,136,3237,29,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,,
2006,136,3237,30,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,,
2006,136,3237,31,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,,
2006,136,3237,32,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,,
2006,136,3237,33,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,,
2006,136,3237,34,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,,
2006,136,3237,35,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,,
2006,136,3237,36,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,,
2006,136,3237,37,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,,
2006,136,3237,38,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,,
2006,136,3237,39,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,,
2006,136,3237,40,3192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,,
2007,144,3574,0,3518,.,.,97.202,99.164,98.021,0.279,0.281,96.599,97.698,97.387,98.503,1.971,0.828,0.280,0.001,1.477,2.578,0.826,0.830,1,0.00835999999999999,0.01962
2007,144,3574,1,3518,.,.,95.907,98.349,97.517,0.335,0.341,95.196,96.515,96.752,98.104,2.468,1.625,0.339,0.004,1.868,3.199,1.618,1.632,2,0.01651,0.0244200000000001
2007,144,3574,2,3518,.,.,95.126,97.516,97.517,0.365,0.341,94.358,95.792,96.752,98.104,2.468,2.405,0.370,0.006,1.817,3.275,2.393,2.418,3,0.0248399999999999,0.0239
2007,144,3574,3,3518,.,.,93.847,96.636,97.114,0.408,0.422,92.997,94.598,96.160,97.834,2.859,3.294,0.416,0.009,2.124,3.760,3.275,3.312,4,0.03364,0.02789
2007,144,3574,4,3518,.,.,92.969,95.725,97.114,0.434,0.422,92.067,93.772,96.160,97.834,2.859,4.172,0.446,0.013,2.078,3.832,4.146,4.198,5,0.0427500000000001,0.02756
